,0,1,2
3068,1701,15,1
3069,583,5,1
3070,1124,3,1
3071,2210,6,1
3072,1700,54,0
3073,1332,3,1
3074,1030,3,1
3075,1976,163,0
3076,664,83,1
3077,1311,112,0
3078,1715,164,0
3079,40,73,1
3080,2240,35,1
3081,1834,6,1
3082,254,34,1
3083,1981,33,1
3084,808,0,1
3085,108,106,1
3086,234,8,1
3087,538,50,1
3088,250,28,0
3089,1037,47,0
3090,62,34,1
3091,826,89,1
3092,911,3,1
3093,1207,9,0
3094,2095,33,1
3095,1479,54,0
3096,29,15,1
3097,1659,34,1
3098,2115,40,0
3099,62,15,1
3100,551,15,1
3101,596,6,1
3102,1763,5,1
3103,568,68,0
3104,231,4,0
3105,1864,46,0
3106,889,15,1
3107,593,212,0
3108,2230,19,0
3109,395,135,0
3110,1740,210,0
3111,2072,33,1
3112,60,27,0
3113,2043,6,1
3114,2024,34,1
3115,159,179,0
3116,1453,190,0
3117,1721,3,1
3118,351,34,1
3119,1509,26,0
3120,835,20,1
3121,722,3,1
3122,827,24,1
3123,795,0,1
3124,1452,7,0
3125,745,197,0
3126,617,52,0
3127,1538,104,0
3128,1619,6,1
3129,683,6,1
3130,24,35,1
3131,1381,139,0
3132,714,130,1
3133,1029,17,0
3134,457,187,0
3135,957,72,0
3136,1363,3,1
3137,501,177,0
3138,1963,33,1
3139,2241,6,1
3140,2137,180,0
3141,1019,109,0
3142,2181,62,0
3143,1615,6,1
3144,1419,3,1
3145,104,123,1
3146,1893,18,0
3147,1604,107,0
3148,1753,5,1
3149,2146,34,1
3150,42,40,1
3151,656,140,0
3152,52,72,1
3153,1336,3,1
3154,42,161,0
3155,2141,72,0
3156,1776,5,0
3157,1585,3,1
3158,81,181,0
3159,693,132,1
3160,85,40,1
3161,443,29,1
3162,2134,86,0
3163,787,35,0
3164,824,14,1
3165,41,77,1
3166,2188,78,0
3167,1626,119,0
3168,594,185,1
3169,1352,82,0
3170,354,103,0
3171,429,27,0
3172,1048,3,1
3173,1431,32,0
3174,459,28,1
3175,2220,44,0
3176,949,3,1
3177,359,62,0
3178,755,29,1
3179,1213,5,1
3180,1206,3,1
3181,2203,175,0
3182,1540,138,0
3183,532,118,1
3184,298,97,0
3185,591,29,1
3186,1643,163,0
3187,1861,139,0
3188,281,26,1
3189,432,15,1
3190,1652,7,0
3191,849,57,0
3192,133,6,1
3193,1813,55,0
3194,1613,6,1
3195,1320,61,0
3196,651,0,1
3197,1769,118,0
3198,1160,20,0
3199,332,102,1
3200,475,11,0
3201,724,78,0
3202,552,8,1
3203,1989,83,0
3204,610,6,1
3205,94,15,1
3206,377,147,0
3207,55,17,1
3208,40,57,1
3209,2203,6,1
3210,676,8,1
3211,1224,3,1
3212,2186,180,0
3213,1597,30,1
3214,346,6,1
3215,1705,6,1
3216,128,123,0
3217,704,38,0
3218,547,9,1
3219,242,61,1
3220,79,8,1
3221,850,182,0
3222,1753,3,1
3223,1079,147,0
3224,321,45,0
3225,1635,6,1
3226,1513,33,0
3227,433,35,1
3228,372,212,0
3229,1442,108,0
3230,51,153,0
3231,371,48,0
3232,1024,102,0
3233,1741,7,0
3234,273,139,1
3235,899,6,1
3236,2000,13,0
3237,2136,33,1
3238,2162,35,1
3239,525,5,1
3240,112,11,1
3241,592,6,1
3242,1477,201,0
3243,793,4,0
3244,1246,99,0
3245,430,41,1
3246,1873,15,0
3247,999,38,0
3248,1194,3,1
3249,30,162,0
3250,336,162,1
3251,1148,3,1
3252,453,6,1
3253,1680,15,1
3254,867,193,0
3255,58,32,1
3256,1918,6,1
3257,1726,121,0
3258,1304,18,0
3259,1710,146,0
3260,389,34,1
3261,764,70,0
3262,669,62,0
3263,1168,133,0
3264,1474,6,1
3265,25,38,1
3266,540,140,0
3267,1739,112,0
3268,670,142,0
3269,803,57,0
3270,218,5,1
3271,278,5,1
3272,424,144,0
3273,1026,3,1
3274,2052,14,0
3275,1793,81,0
3276,555,26,1
3277,1274,3,1
3278,78,14,1
3279,1933,6,1
3280,2079,6,1
3281,2205,6,1
3282,104,34,1
3283,226,6,1
3284,295,162,0
3285,894,86,1
3286,244,38,1
3287,1318,3,1
3288,2197,33,1
3289,2204,51,0
3290,1365,125,0
3291,572,35,1
3292,509,154,0
3293,682,177,0
3294,1886,6,1
3295,1183,26,0
3296,1902,6,1
3297,134,15,1
3298,536,14,1
3299,1298,3,1
3300,1824,101,0
3301,164,30,1
3302,1461,168,0
3303,2215,6,1
3304,850,64,1
3305,789,14,1
3306,826,158,0
3307,196,165,0
3308,479,9,1
3309,336,121,1
3310,1443,3,1
3311,89,9,1
3312,466,93,1
3313,759,6,1
3314,83,50,1
3315,1067,3,1
3316,430,9,1
3317,635,20,1
3318,639,148,0
3319,94,34,1
3320,1471,131,0
3321,669,178,1
3322,1563,164,0
3323,2169,179,0
3324,195,36,1
3325,72,14,1
3326,1950,6,1
3327,1095,17,0
3328,10,19,1
3329,171,209,0
3330,1346,108,0
3331,138,15,1
3332,767,89,1
3333,576,124,0
3334,337,109,0
3335,828,84,1
3336,1197,3,1
3337,2034,46,0
3338,252,4,1
3339,1975,6,1
3340,148,84,1
3341,984,33,0
3342,898,6,1
3343,718,209,0
3344,196,35,1
3345,156,6,1
3346,721,36,1
3347,397,6,1
3348,26,6,1
3349,2053,15,1
3350,84,160,0
3351,6,6,1
3352,2190,144,0
3353,1325,3,1
3354,428,133,0
3355,620,40,0
3356,1208,200,0
3357,364,129,0
3358,220,6,1
3359,65,15,0
3360,2122,33,1
3361,85,2,1
3362,103,50,0
3363,806,20,1
3364,90,17,1
3365,24,14,1
3366,667,167,0
3367,433,31,0
3368,719,140,0
3369,1058,88,0
3370,399,15,1
3371,263,132,1
3372,536,15,1
3373,1224,209,0
3374,969,3,1
3375,654,176,0
3376,1808,48,0
3377,2039,33,1
3378,772,209,0
3379,246,30,1
3380,1535,107,0
3381,1286,25,0
3382,1202,173,0
3383,157,161,0
3384,936,5,1
3385,336,15,1
3386,1034,96,0
3387,1031,35,0
3388,1069,31,0
3389,236,70,1
3390,92,19,1
3391,263,61,1
3392,755,104,0
3393,1522,3,1
3394,2238,61,0
3395,140,138,1
3396,566,9,1
3397,78,34,1
3398,451,8,1
3399,1252,208,0
3400,981,111,0
3401,2025,200,0
3402,447,6,1
3403,709,165,0
3404,52,89,1
3405,115,195,0
3406,1249,3,1
3407,72,89,1
3408,595,6,1
3409,124,8,1
3410,368,6,1
3411,106,14,1
3412,900,26,1
3413,2081,34,0
3414,517,146,0
3415,1163,3,1
3416,436,6,1
3417,2080,88,0
3418,84,15,1
3419,39,0,1
3420,1195,3,1
3421,686,1,1
3422,943,3,1
3423,25,4,1
3424,1533,10,0
3425,664,86,1
3426,502,6,1
3427,852,68,0
3428,778,43,1
3429,774,5,1
3430,1606,204,0
3431,323,4,1
3432,687,127,0
3433,2225,33,1
3434,466,169,0
3435,67,8,1
3436,730,98,0
3437,1810,0,1
3438,530,214,0
3439,457,6,1
3440,497,132,0
3441,29,6,1
3442,1262,179,0
3443,1264,3,1
3444,2162,15,1
3445,254,6,1
3446,1650,5,0
3447,691,6,1
3448,2087,104,0
3449,340,32,0
3450,37,57,1
3451,323,73,0
3452,686,7,1
3453,824,29,1
3454,1376,96,0
3455,2134,189,0
3456,2251,192,0
3457,675,163,0
3458,1241,29,0
3459,725,185,1
3460,1375,3,1
3461,32,141,0
3462,127,11,1
3463,1929,160,0
3464,766,68,1
3465,1509,3,1
3466,1444,159,0
3467,110,16,1
3468,1702,20,1
3469,1757,5,1
3470,1144,36,0
3471,359,5,1
3472,37,192,0
3473,174,6,1
3474,1008,109,0
3475,348,6,1
3476,7,6,1
3477,952,197,0
3478,243,6,1
3479,1691,3,1
3480,1256,63,0
3481,160,39,0
3482,1976,6,1
3483,108,108,1
3484,727,72,0
3485,100,6,1
3486,1602,6,1
3487,766,208,0
3488,1919,6,1
3489,1240,206,0
3490,1873,6,1
3491,489,140,1
3492,345,114,0
3493,290,14,1
3494,960,134,0
3495,102,43,0
3496,93,123,1
3497,2124,157,0
3498,2258,6,1
3499,1825,131,0
3500,1571,67,0
3501,1257,3,1
3502,2177,42,0
3503,535,70,0
3504,694,5,1
3505,245,2,1
3506,846,84,0
3507,398,64,0
3508,1302,91,0
3509,1208,153,0
3510,1609,6,1
3511,1079,3,1
3512,2059,8,0
3513,953,37,0
3514,340,6,1
3515,848,120,0
3516,1426,3,1
3517,470,6,1
3518,104,40,1
3519,2018,34,1
3520,976,46,0
3521,1412,13,0
3522,1739,3,1
3523,684,15,1
3524,1365,3,1
3525,113,23,0
3526,1693,15,1
3527,396,11,1
3528,2239,182,0
3529,688,89,1
3530,140,70,1
3531,1937,6,1
3532,1861,24,0
3533,2107,14,1
3534,1046,193,0
3535,2013,34,1
3536,316,14,1
3537,572,17,1
3538,1243,3,1
3539,2042,130,0
3540,442,1,1
3541,1548,3,1
3542,1362,71,0
3543,550,15,1
3544,517,206,0
3545,1512,215,0
3546,1573,3,1
3547,128,6,1
3548,2192,34,1
3549,2239,57,0
3550,336,39,1
3551,2238,114,0
3552,84,68,1
3553,608,205,0
3554,2087,14,1
3555,753,6,1
3556,2077,136,0
3557,642,34,1
3558,534,72,1
3559,26,0,1
3560,1268,3,1
3561,537,95,0
3562,828,29,1
3563,1486,84,0
3564,51,88,1
3565,455,6,1
3566,2248,33,1
3567,1616,48,0
3568,139,81,1
3569,2070,197,0
3570,534,13,1
3571,1813,89,0
3572,752,6,1
3573,1893,181,0
3574,1671,23,0
3575,404,8,1
3576,887,33,1
3577,1137,3,1
3578,1388,3,1
3579,536,5,1
3580,1738,5,1
3581,322,166,0
3582,823,6,1
3583,2080,7,0
3584,2255,60,0
3585,1858,6,1
3586,1806,6,1
3587,1523,202,0
3588,1816,0,0
3589,92,15,1
3590,588,34,1
3591,623,0,1
3592,591,17,1
3593,1989,197,0
3594,165,3,0
3595,305,0,1
3596,91,84,1
3597,115,161,0
3598,1081,3,1
3599,7,14,1
3600,1967,15,1
3601,1055,3,1
3602,142,6,1
3603,857,117,1
3604,2055,117,0
3605,1230,3,1
3606,345,135,0
3607,211,59,0
3608,68,5,1
3609,1623,156,0
3610,43,132,0
3611,2046,199,0
3612,1900,49,0
3613,2105,14,1
3614,1709,87,0
3615,839,123,0
3616,988,97,0
3617,424,6,1
3618,1172,3,1
3619,619,208,0
3620,931,3,1
3621,354,6,1
3622,97,14,1
3623,1053,172,0
3624,2091,107,0
3625,261,6,1
3626,108,109,1
3627,1967,168,0
3628,1039,158,0
3629,1323,113,0
3630,434,58,1
3631,2013,15,1
3632,1391,103,0
3633,1042,139,0
3634,1049,148,0
3635,1788,15,1
3636,1218,3,1
3637,2224,33,1
3638,2148,176,0
3639,892,94,1
3640,211,6,1
3641,1581,3,1
3642,628,186,0
3643,2076,34,1
3644,1934,6,1
3645,969,169,0
3646,142,34,1
3647,901,70,0
3648,109,6,1
3649,1833,34,0
3650,506,20,1
3651,176,6,1
3652,1556,26,0
3653,284,79,0
3654,608,6,1
3655,1313,3,1
3656,1361,3,1
3657,2055,50,0
3658,251,56,0
3659,588,164,0
3660,1196,22,0
3661,554,138,0
3662,994,30,0
3663,1388,149,0
3664,1397,153,0
3665,2123,73,0
3666,93,41,1
3667,1642,6,1
3668,1488,3,1
3669,1545,3,1
3670,2015,40,0
3671,1477,187,0
3672,528,125,0
3673,1957,64,0
3674,712,10,0
3675,112,9,1
3676,307,36,0
3677,2075,126,0
3678,1357,63,0
3679,187,132,1
3680,2190,87,0
3681,1366,103,0
3682,1573,76,0
3683,389,14,1
3684,97,9,1
3685,457,20,0
3686,1572,3,1
3687,1527,44,0
3688,776,15,1
3689,1731,119,0
3690,425,6,1
3691,530,208,0
3692,169,13,1
3693,114,119,1
3694,3,11,1
3695,15,53,0
3696,1626,6,1
3697,1572,170,0
3698,114,1,1
3699,309,5,1
3700,1246,89,0
3701,1796,213,0
3702,2105,211,0
3703,2211,6,1
3704,1155,154,0
3705,535,89,1
3706,1824,193,0
3707,171,14,1
3708,880,186,0
3709,2218,97,0
3710,430,36,1
3711,801,70,1
3712,1874,127,0
3713,1898,105,0
3714,490,6,1
3715,38,59,1
3716,688,36,0
3717,478,6,1
3718,129,181,0
3719,643,28,1
3720,1201,11,0
3721,388,117,0
3722,405,14,1
3723,1156,31,0
3724,155,6,1
3725,1712,163,0
3726,142,139,1
3727,561,6,1
3728,626,168,1
3729,995,3,1
3730,195,74,0
3731,1074,3,1
3732,117,129,1
3733,1937,8,0
3734,311,146,1
3735,2112,90,0
3736,1129,3,1
3737,53,56,0
3738,1100,80,0
3739,93,9,1
3740,1120,197,0
3741,1247,3,1
3742,93,105,1
3743,440,85,0
3744,226,4,1
3745,12,5,1
3746,1653,53,0
3747,1617,51,0
3748,1347,31,0
3749,215,6,1
3750,2106,19,0
3751,315,158,0
3752,1810,86,1
3753,539,132,0
3754,111,5,1
3755,1089,3,1
3756,2015,52,0
3757,1719,3,1
3758,1327,94,0
3759,686,40,1
3760,681,102,1
3761,1634,149,0
3762,1556,163,0
3763,1704,3,1
3764,106,11,1
3765,2085,15,1
3766,1062,36,0
3767,1053,75,0
3768,332,118,0
3769,630,6,1
3770,781,8,1
3771,641,0,1
3772,834,150,0
3773,509,89,1
3774,2012,113,0
3775,139,82,1
3776,498,20,1
3777,481,176,1
3778,272,24,1
3779,2040,195,0
3780,245,37,1
3781,57,191,0
3782,1286,100,0
3783,33,53,1
3784,110,14,1
3785,1008,74,0
3786,154,15,1
3787,93,8,1
3788,92,123,1
3789,1607,6,1
3790,1101,43,0
3791,150,17,1
3792,1606,151,0
3793,1320,3,1
3794,245,126,1
3795,1274,118,0
3796,1270,105,0
3797,20,11,1
3798,71,9,1
3799,1410,176,0
3800,1657,10,0
3801,1385,3,1
3802,995,143,0
3803,328,35,1
3804,126,79,0
3805,1510,200,0
3806,651,13,1
3807,1838,6,1
3808,1542,170,0
3809,754,39,0
3810,223,6,1
3811,503,13,1
3812,1044,166,0
3813,1052,115,0
3814,23,32,0
3815,1613,198,0
3816,291,94,0
3817,825,134,1
3818,1998,208,0
3819,1160,3,1
3820,1139,202,0
3821,1131,163,0
3822,63,94,1
3823,2182,6,1
3824,1357,128,0
3825,1390,128,0
3826,420,108,0
3827,1248,195,0
3828,1259,3,1
3829,2227,13,0
3830,1440,174,0
3831,103,5,1
3832,68,15,1
3833,645,6,1
3834,65,8,1
3835,110,215,0
3836,147,0,1
3837,1923,208,0
3838,1775,169,0
3839,1256,3,1
3840,1474,81,0
3841,2197,15,1
3842,53,0,1
3843,312,5,1
3844,939,3,1
3845,2077,145,0
3846,1260,21,0
3847,1,7,1
3848,1650,164,0
3849,227,87,0
3850,1923,94,0
3851,159,5,1
3852,606,71,0
3853,1161,3,1
3854,277,156,0
3855,218,13,1
3856,1240,8,0
3857,1307,79,0
3858,467,6,1
3859,672,182,0
3860,327,171,0
3861,826,80,0
3862,122,15,1
3863,1615,98,0
3864,2048,33,1
3865,1686,5,1
3866,84,40,1
3867,2104,4,0
3868,338,5,1
3869,491,4,0
3870,709,172,0
3871,91,35,1
3872,722,6,1
3873,1792,69,1
3874,91,33,1
3875,113,129,0
3876,169,8,1
3877,1102,114,0
3878,2146,147,0
3879,163,5,1
3880,1475,203,0
3881,1548,94,0
3882,701,30,1
3883,1830,111,0
3884,162,15,0
3885,975,3,1
3886,1977,61,0
3887,163,119,1
3888,230,34,0
3889,1511,3,1
3890,552,101,1
3891,1201,3,1
3892,112,5,1
3893,1398,3,1
3894,1191,136,0
3895,1431,40,0
3896,289,9,1
3897,1805,5,0
3898,108,73,0
3899,1171,3,1
3900,2124,15,0
3901,1463,25,0
3902,141,101,1
3903,100,8,1
3904,310,29,1
3905,169,145,1
3906,1029,179,0
3907,2154,151,0
3908,1058,186,0
3909,305,15,1
3910,1448,59,0
3911,385,63,0
3912,1799,15,1
3913,1560,3,1
3914,735,97,1
3915,2171,39,0
3916,1246,3,1
3917,20,9,1
3918,1321,158,0
3919,305,16,1
3920,1401,3,1
3921,1714,124,0
3922,127,41,1
3923,579,7,1
3924,80,117,1
3925,64,95,1
3926,1781,185,0
3927,144,0,1
3928,94,41,1
3929,245,33,1
3930,130,150,0
3931,313,6,1
3932,2041,14,0
3933,113,6,1
3934,1892,6,1
3935,2071,41,0
3936,1548,36,0
3937,925,15,1
3938,501,87,0
3939,2042,7,0
3940,1460,5,1
3941,1947,126,0
3942,721,14,0
3943,1640,42,0
3944,33,52,1
3945,1260,5,0
3946,1817,7,0
3947,1769,49,0
3948,393,83,1
3949,14,6,1
3950,981,102,0
3951,115,33,1
3952,2169,180,0
3953,1891,6,1
3954,824,15,1
3955,1108,12,0
3956,879,77,0
3957,815,70,1
3958,1151,3,1
3959,667,100,0
3960,3,169,0
3961,2178,84,0
3962,1369,30,0
3963,686,14,1
3964,351,132,1
3965,918,208,1
3966,438,159,0
3967,534,61,0
3968,92,122,1
3969,1447,3,1
3970,1817,148,0
3971,67,73,1
3972,1228,38,0
3973,486,5,1
3974,64,8,1
3975,1348,119,0
3976,59,179,0
3977,98,154,0
3978,607,49,0
3979,390,5,1
3980,961,3,1
3981,897,5,1
3982,1362,3,1
3983,706,190,1
3984,932,3,1
3985,1871,6,1
3986,2030,114,0
3987,1760,5,1
3988,1255,3,1
3989,2245,121,0
3990,1438,130,0
3991,1525,123,0
3992,575,89,1
3993,2034,33,1
3994,496,186,0
3995,2133,172,0
3996,1456,14,1
3997,145,82,0
3998,97,41,1
3999,1352,98,0
4000,1709,3,1
4001,336,8,1
4002,375,6,1
4003,1982,129,0
4004,1342,124,0
4005,1307,122,0
4006,71,11,1
4007,233,2,1
4008,749,79,0
4009,526,6,1
4010,2094,185,0
4011,1227,100,0
4012,227,179,0
4013,982,70,0
4014,2257,33,1
4015,155,84,1
4016,1870,59,0
4017,145,5,1
4018,68,3,1
4019,1602,45,0
4020,439,134,1
4021,52,106,0
4022,817,20,1
4023,1500,25,0
4024,311,155,0
4025,1804,77,0
4026,1475,57,0
4027,599,102,1
4028,1810,175,0
4029,1568,149,0
4030,1821,1,0
4031,478,58,0
4032,1015,3,1
4033,1139,215,0
4034,472,86,1
4035,2192,123,0
4036,448,15,1
4037,473,168,1
4038,2209,81,0
4039,136,135,1
4040,1535,3,1
4041,572,94,1
4042,1758,145,0
4043,2083,130,0
4044,2154,97,0
4045,1063,98,0
4046,1079,33,0
4047,509,108,0
4048,1190,205,0
4049,968,89,0
4050,290,130,1
4051,1685,5,1
4052,1906,121,0
4053,90,40,1
4054,1058,184,0
4055,1614,6,1
4056,87,107,0
4057,304,6,1
4058,1248,3,1
4059,259,160,0
4060,962,89,0
4061,1489,101,0
4062,2091,82,0
4063,347,6,1
4064,1081,92,0
4065,1048,26,0
4066,1068,103,0
4067,2153,9,0
4068,367,16,0
4069,98,7,1
4070,503,9,0
4071,1156,3,1
4072,109,14,1
4073,323,145,0
4074,89,6,1
4075,1830,6,1
4076,107,127,1
4077,278,3,1
4078,2050,194,0
4079,639,66,0
4080,825,120,0
4081,2124,200,0
4082,1499,3,1
4083,917,132,1
4084,1005,3,1
4085,1003,77,0
4086,1703,6,1
4087,2070,35,1
4088,1866,72,0
4089,232,155,0
4090,1389,51,0
4091,1817,6,1
4092,1506,47,0
4093,1657,111,0
4094,1975,22,0
4095,1223,16,0
4096,2208,6,1
4097,1120,151,0
4098,2069,73,0
4099,245,7,1
4100,684,180,0
4101,1474,210,0
4102,506,0,1
4103,470,17,1
4104,1485,3,1
4105,74,6,1
4106,1130,131,0
4107,227,111,0
4108,2066,70,0
4109,522,136,1
4110,559,6,1
4111,1527,3,1
4112,1659,107,0
4113,2097,34,1
4114,171,15,1
4115,2089,34,1
4116,155,5,1
4117,1133,3,1
4118,169,6,1
4119,1741,3,1
4120,1652,34,0
4121,748,29,1
4122,756,132,1
4123,91,11,1
4124,2083,114,0
4125,400,21,0
4126,363,29,1
4127,1661,170,0
4128,860,206,1
4129,2055,85,0
4130,1096,3,1
4131,453,119,0
4132,389,81,0
4133,2132,14,1
4134,1706,3,1
4135,2165,17,0
4136,2071,6,1
4137,636,140,0
4138,70,110,0
4139,442,5,1
4140,947,209,0
4141,2091,34,1
4142,50,175,0
4143,1581,65,0
4144,173,113,1
4145,254,15,1
4146,890,10,0
4147,1803,81,0
4148,2224,202,0
4149,295,130,1
4150,1941,75,0
4151,503,5,0
4152,1351,82,0
4153,2175,6,1
4154,2120,14,1
4155,731,30,1
4156,1915,57,0
4157,2107,55,0
4158,299,6,1
4159,26,2,1
4160,1583,50,0
4161,2057,15,1
4162,922,97,0
4163,2000,15,1
4164,1560,183,0
4165,452,68,0
4166,977,112,0
4167,1138,201,0
4168,39,62,1
4169,304,123,0
4170,1015,148,0
4171,1862,6,1
4172,476,15,1
4173,1537,67,0
4174,443,6,1
4175,510,15,1
4176,973,3,1
4177,106,7,1
4178,894,186,0
4179,1758,138,0
4180,321,2,0
4181,1753,55,0
4182,1283,175,0
4183,2261,12,0
4184,2118,66,0
4185,470,162,0
4186,231,77,0
4187,722,29,1
4188,144,11,1
4189,1820,180,0
4190,338,4,1
4191,113,98,0
4192,245,3,1
4193,110,0,1
4194,2237,27,0
4195,136,146,0
4196,1244,199,0
4197,587,82,0
4198,624,2,0
4199,444,89,0
4200,578,0,1
4201,163,61,0
4202,1114,3,1
4203,1178,141,0
4204,162,5,1
4205,337,29,1
4206,97,40,1
4207,52,26,0
4208,1976,105,0
4209,1270,3,1
4210,1266,165,0
4211,764,14,1
4212,1816,6,1
4213,1775,202,0
4214,416,6,1
4215,1098,3,1
4216,1231,3,1
4217,169,119,1
4218,1018,19,0
4219,553,181,1
4220,1990,178,0
4221,96,118,0
4222,2067,89,1
4223,805,0,1
4224,1451,119,0
4225,1666,181,0
4226,36,26,0
4227,1066,120,0
4228,1980,34,1
4229,1624,180,0
4230,94,6,1
4231,1614,159,0
4232,912,29,1
4233,349,8,1
4234,1668,6,1
4235,2215,151,0
4236,917,6,1
4237,1682,175,0
4238,2092,34,1
4239,92,38,1
4240,1788,23,0
4241,657,79,1
4242,959,113,0
4243,629,34,0
4244,643,190,1
4245,664,154,1
4246,619,25,1
4247,261,2,1
4248,1395,37,0
4249,501,16,1
4250,2096,153,0
4251,1703,47,0
4252,49,167,0
4253,1837,191,0
4254,770,45,0
4255,813,196,0
4256,739,152,0
4257,1441,3,1
4258,978,3,1
4259,263,15,1
4260,309,14,1
4261,2028,34,1
4262,157,9,1
4263,678,193,0
4264,806,5,0
4265,2193,214,0
4266,938,143,0
4267,2117,14,1
4268,9,6,1
4269,362,33,1
4270,2158,32,0
4271,1453,6,1
4272,1108,27,0
4273,20,5,1
4274,1263,135,0
4275,953,3,1
4276,582,32,0
4277,106,40,1
4278,2229,33,1
4279,542,103,0
4280,645,113,0
4281,428,159,0
4282,1667,88,0
4283,1727,29,0
4284,39,29,1
4285,406,10,0
4286,454,175,1
4287,837,130,0
4288,1921,6,1
4289,940,114,0
4290,1435,3,1
4291,403,4,1
4292,814,88,1
4293,231,152,1
4294,686,15,1
4295,1610,121,0
4296,1065,149,0
4297,298,30,1
4298,106,125,1
4299,1998,32,0
4300,1631,136,0
4301,55,86,0
4302,116,6,1
4303,123,5,1
4304,137,14,1
4305,554,8,1
4306,1367,43,0
4307,25,35,1
4308,1743,5,1
4309,152,15,1
4310,34,14,1
4311,1049,108,0
4312,2000,140,0
4313,59,15,1
4314,671,8,1
4315,993,136,0
4316,2179,53,0
4317,1411,152,0
4318,655,6,1
4319,29,9,1
4320,735,93,1
4321,782,14,1
4322,305,54,0
4323,2186,6,1
4324,32,49,1
4325,1587,3,1
4326,1972,130,0
4327,472,137,0
4328,707,5,1
4329,1299,3,1
4330,317,144,1
4331,5,200,0
4332,1470,26,0
4333,623,26,1
4334,1958,165,1
4335,220,149,0
4336,905,63,0
4337,2109,186,0
4338,1652,152,0
4339,269,87,1
4340,1624,6,1
4341,316,15,1
4342,1506,31,0
4343,189,5,1
4344,494,194,0
4345,2048,178,0
4346,1940,155,0
4347,364,34,1
4348,355,127,0
4349,568,185,0
4350,1726,192,0
4351,170,19,1
4352,1927,149,0
4353,2026,14,1
4354,771,35,1
4355,1748,34,0
4356,1996,92,0
4357,1013,47,0
4358,1143,168,0
4359,1395,63,0
4360,835,89,1
4361,2002,33,1
4362,515,0,1
4363,430,15,1
4364,901,15,1
4365,2045,136,0
4366,2132,120,0
4367,695,0,1
4368,1407,59,0
4369,2198,210,0
4370,468,6,1
4371,271,6,1
4372,1737,134,0
4373,455,210,0
4374,680,6,1
4375,537,13,1
4376,122,1,1
4377,1751,46,0
4378,587,5,1
4379,712,41,1
4380,1853,38,0
4381,648,157,0
4382,33,107,0
4383,1415,64,0
4384,284,51,0
4385,68,9,1
4386,916,34,1
4387,1198,201,0
4388,52,183,0
4389,163,41,0
4390,622,117,0
4391,313,15,1
4392,1656,165,0
4393,72,62,1
4394,430,17,1
4395,1280,132,0
4396,426,143,0
4397,1753,178,0
4398,239,171,0
4399,393,184,0
4400,115,128,1
4401,1899,6,1
4402,390,108,0
4403,67,0,1
4404,893,15,1
4405,110,9,1
4406,17,191,0
4407,544,15,1
4408,1935,102,0
4409,348,5,1
4410,245,72,1
4411,330,35,1
4412,57,9,1
4413,1270,126,0
4414,1606,85,0
4415,292,158,0
4416,1451,5,1
4417,1104,3,1
4418,1774,3,1
4419,2190,112,0
4420,784,73,0
4421,316,33,1
4422,835,140,0
4423,1119,154,0
4424,92,0,1
4425,1097,3,1
4426,127,21,0
4427,121,63,0
4428,2247,75,0
4429,540,6,1
4430,2007,34,1
4431,182,6,1
4432,1388,63,0
4433,190,5,1
4434,2150,67,0
4435,441,9,1
4436,1072,21,0
4437,607,179,0
4438,327,52,0
4439,272,32,1
4440,1497,124,0
4441,430,8,1
4442,1780,5,1
4443,1470,6,1
4444,470,49,1
4445,438,173,1
4446,6,5,1
4447,547,70,0
4448,1685,208,0
4449,306,140,1
4450,909,5,1
4451,630,11,0
4452,219,20,1
4453,1529,3,1
4454,162,21,0
4455,91,59,0
4456,169,38,1
4457,800,6,1
4458,1075,5,1
4459,596,20,1
4460,1881,6,1
4461,2084,6,1
4462,135,14,1
4463,2233,190,0
4464,514,7,1
4465,1903,6,1
4466,46,55,1
4467,793,0,1
4468,776,145,0
4469,117,156,0
4470,2163,165,1
4471,1634,36,0
4472,2187,34,1
4473,34,6,1
4474,2057,95,0
4475,774,103,0
4476,1594,6,1
4477,2073,14,1
4478,648,135,0
4479,1016,3,1
4480,479,11,1
4481,1223,3,1
4482,1634,75,0
4483,1051,3,1
4484,757,6,1
4485,1565,187,0
4486,127,89,1
4487,615,0,1
4488,108,110,1
4489,417,85,0
4490,2181,201,0
4491,99,204,0
4492,1538,18,0
4493,64,64,0
4494,327,130,1
4495,1003,3,1
4496,36,5,1
4497,1273,77,0
4498,1580,3,1
4499,1673,142,0
4500,640,148,0
4501,2153,15,1
4502,408,14,1
4503,108,3,1
4504,552,78,0
4505,305,3,1
4506,79,6,1
4507,1966,169,0
4508,93,14,1
4509,883,95,0
4510,556,34,1
4511,180,14,1
4512,1372,75,0
4513,922,6,1
4514,1674,14,1
4515,524,182,0
4516,1661,140,0
4517,343,19,1
4518,993,142,0
4519,348,37,1
4520,149,26,0
4521,240,208,0
4522,478,139,0
4523,779,126,0
4524,176,5,1
4525,1130,172,0
4526,2250,142,0
4527,262,35,0
4528,55,2,1
4529,422,6,1
4530,168,168,0
4531,1441,43,0
4532,1931,17,0
4533,405,8,1
4534,1333,109,0
4535,756,53,0
4536,2093,75,0
4537,537,179,1
4538,307,6,1
4539,2150,15,1
4540,85,15,1
4541,122,5,1
4542,652,15,0
4543,1074,135,0
4544,65,99,1
4545,1778,133,0
4546,1659,89,1
4547,2127,2,0
